r	m_truth	s1_truth	s2_truth	name	median	lower	upper
1	0.3	0.1	0.2	sampPropValues.2	0.20194826066364313	0.06720131197473407	0.7518672964689559
1	0.3	0.2	0.1	m.1	0.38709020797971583	0.042485870045109286	8.076132587733905
1	0.3	0.2	0.1	m.2	1.7067983796462118	0.0777597711151293	9.309596350321568
1	0.3	0.2	0.1	origin	10.04039866140823	8.329904798112231	13.161086454997712
1	0.3	0.2	0.1	R0Values.1	1.3136836766064037	0.8933124669476873	2.1589836023283464
1	0.3	0.2	0.1	R0Values.2	1.3737535065688062	0.7144086784611654	3.167276131498857
1	0.3	0.2	0.1	rep	3	1	5
1	0.3	0.2	0.1	sampPropValues.1	0.13165165507820967	0.044459805348841266	0.7561640633733223
1	0.3	0.2	0.1	sampPropValues.2	0.1873159827724225	0.04043681831103657	0.8290939237964228
1	0.3	0.2	0.2	m.1	0.27459480397679537	0.05651556041703677	6.8845677112267225
1	0.3	0.2	0.2	m.2	1.0118423223531323	0.01720693642500433	8.21630831849511
1	0.3	0.2	0.2	origin	9.720087985533983	7.770075120836923	12.385727294934036
1	0.3	0.2	0.2	R0Values.1	1.4157481450403857	0.8589043481865973	2.076821039307002
1	0.3	0.2	0.2	R0Values.2	1.2048124227457127	0.6405100323133098	2.7281031129776254
1	0.3	0.2	0.2	rep	3	1	5
1	0.3	0.2	0.2	sampPropValues.1	0.16769268239199547	0.07414916369881276	0.7392292248229745
1	0.3	0.2	0.2	sampPropValues.2	0.22879613811016597	0.0580959107900961	0.9192626228293447
1	0.8	0.1	0.1	m.1	0.18255596320370443	0.016925247177939973	1.2514802913552914
1	0.8	0.1	0.1	m.2	0.21886830933831175	0.012937740626476908	4.965994322795979
1	0.8	0.1	0.1	origin	9.971209206547535	8.26850530481335	12.201645604054967
1	0.8	0.1	0.1	R0Values.1	1.4638643146055266	1.030942409111819	2.0818402624603554
1	0.8	0.1	0.1	R0Values.2	1.2643367949783073	0.7548776682947513	3.5689582605618
1	0.8	0.1	0.1	rep	3	1	5
1	0.8	0.1	0.1	sampPropValues.1	0.20122164767758305	0.12062621133171077	0.47772956797086485
1	0.8	0.1	0.1	sampPropValues.2	0.16083887389120938	0.03609774934849021	0.8005165467507405
1	0.8	0.1	0.2	m.1	0.4187598083520032	0.04326079474089824	8.003832551546207
1	0.8	0.1	0.2	m.2	0.794055587297074	0.031533210782770923	8.123297818885339
1	0.8	0.1	0.2	origin	9.962692315600755	9.022422310849741	12.38930948098956
1	0.8	0.1	0.2	R0Values.1	1.4559336588511378	0.8204856261290062	2.2284739163621055
1	0.8	0.1	0.2	R0Values.2	1.2339325331856479	0.6321259894694176	2.244812398639418
1	0.8	0.1	0.2	rep	3	1	5
1	0.8	0.1	0.2	sampPropValues.1	0.19573502282639793	0.10047219493017906	0.7057256996558713
1	0.8	0.1	0.2	sampPropValues.2	0.2146653878896464	0.038764211881953836	0.8513307933457344
1	0.8	0.2	0.1	m.1	0.5598280941688838	0.06395824607689331	6.356744852499336
1	0.8	0.2	0.1	m.2	0.3962346546378181	0.04024411838456836	7.908461438317888
1	0.8	0.2	0.1	origin	10.050251580984792	8.385137788324487	12.855229753751676
1	0.8	0.2	0.1	R0Values.1	1.5487860450354822	0.8472686158908156	2.3541422591980217
1	0.8	0.2	0.1	R0Values.2	1.3565095061639627	0.8465263241215601	3.0777283969503286
1	0.8	0.2	0.1	rep	3	1	5
1	0.8	0.2	0.1	sampPropValues.1	0.2151660151259178	0.06546901088080272	0.7282841292224432
1	0.8	0.2	0.1	sampPropValues.2	0.13982248911067616	0.02772038745195133	0.7992090546700503
1	0.8	0.2	0.2	m.1	0.3307102946774182	0.03111240469787198	2.5231886248262905
1	0.8	0.2	0.2	m.2	0.289539440488747	0.015629292662791696	3.573729267687906
1	0.8	0.2	0.2	origin	10.15933557363779	8.727167874686954	12.783585440362263
1	0.8	0.2	0.2	R0Values.1	1.5140143407141338	0.9757023979480639	1.976371024640247
1	0.8	0.2	0.2	R0Values.2	1.129389578985636	0.5467201922266282	1.767521064298817
1	0.8	0.2	0.2	rep	3	1	5
1	0.8	0.2	0.2	sampPropValues.1	0.14375144422861547	0.03766725645685938	0.631487283694327
1	0.8	0.2	0.2	sampPropValues.2	0.2094697209706179	0.04984419565149512	0.8253634702636053
